fold,run_id,route,duration_s,model_err_m,baseline_err_m,oracle_err_m,model_drift_pct
4,S-S3c#0,S/S3c,10.0,7.858,40.953,1.708,13.864
4,S-S3c#0,S/S3c,10.0,11.629,35.545,0.868,37.264
4,S-S3c#0,S/S3c,10.0,3.569,1.754,1.468,159.899
4,S-S3c#0,S/S3c,10.0,7.103,66.64,3.524,12.446
4,S-S3c#0,S/S3c,10.0,10.951,39.042,1.547,17.382
4,S-S3c#0,S/S3c,10.0,6.197,13.805,1.833,8.004
4,S-S3c#0,S/S3c,10.0,7.443,56.018,0.445,8.933
4,S-S3c#0,S/S3c,10.0,4.222,42.337,1.168,4.086
4,S-S3c#0,S/S3c,10.0,20.751,105.101,2.331,18.332
4,S-S3c#0,S/S3c,10.0,10.751,70.74,2.28,11.375
4,S-S3c#0,S/S3c,10.0,25.257,170.484,2.724,22.35
4,S-S3c#0,S/S3c,10.0,46.344,77.0,2.813,26.739
4,S-S3c#0,S/S3c,10.0,20.778,54.23,3.053,12.998
4,S-S3c#0,S/S3c,10.0,1.295,33.463,1.047,1.583
4,S-S3c#0,S/S3c,10.0,27.544,60.909,2.461,22.496
4,S-S3c#0,S/S3c,10.0,41.245,25.98,1.015,24.466
4,S-S3c#0,S/S3c,10.0,52.999,19.021,1.349,22.406
4,S-S3c#0,S/S3c,10.0,49.994,10.015,0.274,18.998
4,S-S3c#0,S/S3c,10.0,55.766,10.819,0.913,19.076
4,S-S3c#0,S/S3c,10.0,30.36,8.45,2.177,10.48
4,S-S3c#0,S/S3c,10.0,47.642,9.606,3.555,16.805
4,S-S3c#0,S/S3c,10.0,51.897,3.119,3.331,18.178
4,S-S3c#0,S/S3c,10.0,54.475,8.483,4.934,18.548
4,S-S3c#0,S/S3c,10.0,51.257,5.627,5.204,17.01
4,S-S3c#0,S/S3c,10.0,49.357,2.558,6.06,16.299
4,S-S3c#0,S/S3c,10.0,44.005,7.105,4.787,14.993
4,S-S3c#0,S/S3c,10.0,56.193,3.406,7.591,19.167
4,S-S3c#0,S/S3c,10.0,51.167,8.909,6.885,17.187
4,S-S3c#0,S/S3c,10.0,75.23,10.057,8.77,24.412
4,S-S3c#0,S/S3c,10.0,56.789,10.254,8.062,18.452
4,S-S3c#0,S/S3c,10.0,52.959,10.151,8.558,17.175
4,S-S3c#0,S/S3c,10.0,52.61,1.827,4.922,17.05
4,S-S3c#0,S/S3c,10.0,62.561,6.209,8.86,20.313
4,S-S3c#0,S/S3c,10.0,64.282,13.62,7.293,20.646
4,S-S3c#0,S/S3c,10.0,63.722,16.686,7.438,20.444
4,S-S3c#0,S/S3c,10.0,61.53,19.466,5.109,19.935
4,S-S3c#0,S/S3c,10.0,75.793,16.661,4.591,24.936
4,S-S3c#0,S/S3c,10.0,44.066,14.958,1.513,14.642
4,S-S3c#0,S/S3c,10.0,70.987,26.687,2.199,24.021
4,S-S3c#0,S/S3c,10.0,59.417,22.719,0.861,20.226
4,S-S3c#0,S/S3c,10.0,56.19,18.426,0.722,19.435
4,S-S3c#0,S/S3c,10.0,61.234,13.566,1.18,20.409
4,S-S3c#0,S/S3c,10.0,63.04,14.829,2.366,20.571
4,S-S3c#0,S/S3c,10.0,59.663,5.889,1.025,19.308
4,S-S3c#0,S/S3c,10.0,62.779,0.869,2.892,20.002
4,S-S3c#0,S/S3c,10.0,65.895,4.907,2.925,21.031
4,S-S3c#0,S/S3c,10.0,80.656,4.248,5.237,25.236
4,S-S3c#0,S/S3c,10.0,57.891,12.7,5.025,18.684
4,S-S3c#0,S/S3c,10.0,61.081,4.455,2.968,20.048
4,S-S3c#0,S/S3c,10.0,47.474,0.362,5.622,15.224
4,S-S3c#0,S/S3c,10.0,48.945,14.431,4.827,16.608
4,S-S3c#0,S/S3c,10.0,38.503,14.13,4.208,14.981
4,S-S3c#0,S/S3c,10.0,14.573,23.088,5.015,6.728
4,S-S3c#0,S/S3c,10.0,39.466,7.003,4.123,19.304
4,S-S3c#0,S/S3c,10.0,29.652,5.315,2.465,14.691
4,S-S3c#0,S/S3c,10.0,40.005,4.31,4.163,20.713
4,S-S3c#0,S/S3c,10.0,52.036,29.538,6.37,24.222
4,S-S3c#0,S/S3c,10.0,37.433,95.784,8.772,16.432
4,S-S3c#0,S/S3c,10.0,11.941,159.486,1.685,5.899
4,S-S3c#0,S/S3c,10.0,40.439,36.784,2.806,18.428
4,S-S3c#0,S/S3c,10.0,24.12,16.93,4.651,10.919
4,S-S3c#0,S/S3c,10.0,10.283,59.93,2.914,7.006
4,S-S3c#0,S/S3c,10.0,5.856,12.032,1.797,4.112
4,S-S3c#0,S/S3c,10.0,34.028,8.881,3.242,19.127
4,S-S3c#0,S/S3c,10.0,7.553,33.815,2.078,4.97
4,S-S3c#0,S/S3c,10.0,1.915,44.924,2.311,1.862
4,S-S3c#0,S/S3c,10.0,9.958,109.423,5.961,6.752
4,S-S3c#0,S/S3c,10.0,17.49,0.845,2.273,10.329
4,S-S3c#0,S/S3c,10.0,9.459,52.391,3.159,9.784
4,S-S3c#0,S/S3c,10.0,8.902,128.071,3.253,9.712
4,S-S3c#0,S/S3c,10.0,6.123,13.758,1.905,7.936
4,S-S3c#0,S/S3c,10.0,10.192,22.626,2.553,9.248
4,S-S3c#0,S/S3c,10.0,13.168,11.672,1.198,11.367
4,S-S3c#0,S/S3c,10.0,5.101,56.241,0.502,4.257
4,S-S3c#0,S/S3c,10.0,3.217,108.002,0.407,2.943
4,S-S3c#0,S/S3c,10.0,3.24,48.956,2.788,2.972
4,S-S3c#0,S/S3c,10.0,8.253,40.737,4.32,6.765
4,S-S3c#0,S/S3c,10.0,21.325,37.696,1.703,25.381
4,S-S3c#0,S/S3c,10.0,7.737,79.77,1.263,11.688
4,S-S3c#0,S/S3c,10.0,9.5,26.116,5.21,8.131
4,S-S3c#0,S/S3c,10.0,2.572,13.427,1.348,2.289
4,S-S3c#0,S/S3c,10.0,2.145,102.58,2.18,2.996
4,S-S3c#0,S/S3c,10.0,8.825,20.32,3.6,10.153
4,S-S3c#0,S/S3c,10.0,14.603,67.117,2.539,16.398
4,S-S3c#0,S/S3c,10.0,12.587,62.29,2.958,15.855
4,S-S3c#0,S/S3c,10.0,7.091,80.687,2.808,12.315
4,S-S3c#0,S/S3c,10.0,2.197,66.319,3.139,3.627
4,S-S3c#0,S/S3c,10.0,6.734,10.792,1.106,6.55
4,S-S3c#0,S/S3c,10.0,7.113,22.14,1.151,7.747
4,S-S3c#0,S/S3c,10.0,12.403,140.691,6.926,12.347
4,S-S3c#0,S/S3c,10.0,20.891,26.251,0.684,20.373
4,S-S3c#0,S/S3c,10.0,14.017,17.197,1.371,21.501
4,S-S3c#0,S/S3c,10.0,5.764,24.719,2.007,7.339
4,S-S3c#0,S/S3c,10.0,15.433,52.669,2.904,26.824
4,S-S3c#0,S/S3c,10.0,7.069,73.679,0.786,10.617
4,S-S3c#0,S/S3c,10.0,4.556,89.56,3.207,6.553
4,S-S3c#0,S/S3c,10.0,2.83,34.066,1.345,3.169
4,S-S3c#0,S/S3c,10.0,11.534,20.24,1.504,15.83
4,S-S3c#0,S/S3c,10.0,1.807,14.845,4.167,1.825
4,S-S3c#0,S/S3c,10.0,25.09,104.788,4.476,32.069
4,S-S3c#0,S/S3c,10.0,8.738,112.674,3.701,10.267
4,S-S3c#0,S/S3c,10.0,13.089,40.219,2.548,18.572
4,S-S3c#0,S/S3c,10.0,13.993,46.12,2.968,27.131
4,S-S3c#0,S/S3c,10.0,7.326,19.956,0.51,7.616
4,S-S3c#0,S/S3c,10.0,16.938,38.028,1.07,44.865
4,S-S3c#0,S/S3c,10.0,5.232,11.914,0.723,6.753
4,S-S3c#0,S/S3c,10.0,15.867,122.055,4.077,19.671
4,S-S3c#0,S/S3c,10.0,13.183,13.279,0.584,13.123
4,S-S3c#0,S/S3c,10.0,7.614,1.585,1.301,7.268
4,S-S3c#0,S/S3c,10.0,3.253,23.416,1.267,3.603
4,S-S3c#0,S/S3c,10.0,5.988,47.154,2.243,13.261
4,S-S3c#0,S/S3c,10.0,16.124,31.959,0.556,39.859
4,S-S3c#0,S/S3c,10.0,1.162,1.729,0.663,61.637
4,S-S3c#0,S/S3c,10.0,2.445,11.92,0.96,20.998
4,S-S3c#0,S/S3c,10.0,10.252,123.457,5.236,12.107
4,S-S3c#0,S/S3c,10.0,33.633,12.578,0.813,25.547
4,S-S3c#0,S/S3c,10.0,2.666,14.11,3.402,1.939
4,S-S3c#0,S/S3c,10.0,6.914,77.009,1.555,17.156
4,S-S3c#0,S/S3c,10.0,16.075,49.408,12.699,33.055
4,S-S3c#0,S/S3c,10.0,23.661,18.147,0.852,19.197
4,S-S3c#0,S/S3c,10.0,35.4,10.261,0.752,24.124
4,S-S3c#0,S/S3c,10.0,16.207,25.211,1.14,10.72
4,S-S3c#0,S/S3c,10.0,13.253,28.05,1.181,9.377
4,S-S3c#0,S/S3c,10.0,27.366,31.767,0.885,17.402
4,S-S3c#0,S/S3c,10.0,19.667,10.117,0.785,13.655
4,S-S3c#0,S/S3c,10.0,19.44,33.296,1.569,17.665
4,S-S3c#0,S/S3c,10.0,0.514,6.328,0.642,28.362
4,S-S3c#0,S/S3c,10.0,20.36,65.546,7.638,28.926
4,S-S3c#0,S/S3c,10.0,33.486,20.263,0.932,24.515
4,S-S3c#0,S/S3c,10.0,29.695,26.485,0.523,19.644
4,S-S3c#0,S/S3c,10.0,6.639,9.41,1.502,4.207
4,S-S3c#0,S/S3c,10.0,14.7,4.504,1.985,10.181
4,S-S3c#0,S/S3c,10.0,9.035,20.072,1.382,7.069
4,S-S3c#0,S/S3c,10.0,9.519,87.613,1.121,8.116
4,S-S3c#0,S/S3c,10.0,29.212,66.028,2.101,21.835
4,S-S3c#0,S/S3c,10.0,7.445,35.301,0.764,7.808
4,S-S3c#0,S/S3c,10.0,6.851,12.389,4.172,30.577
4,S-S3c#0,S/S3c,10.0,19.032,122.53,2.31,21.367
4,S-S3c#0,S/S3c,10.0,28.807,7.005,0.316,22.95
4,S-S3c#0,S/S3c,10.0,16.444,9.671,0.417,12.722
4,S-S3c#0,S/S3c,10.0,11.2,50.709,0.899,9.009
4,S-S3c#0,S/S3c,10.0,12.069,74.145,1.595,11.126
4,S-S3c#0,S/S3c,10.0,22.278,3.12,0.96,19.051
4,S-S3c#0,S/S3c,10.0,6.682,7.925,0.969,5.527
4,S-S3c#0,S/S3c,10.0,7.003,1.388,1.942,5.71
4,S-S3c#0,S/S3c,10.0,4.18,22.159,1.83,3.597
4,S-S3c#0,S/S3c,10.0,12.467,3.405,4.291,15.684
4,S-S3c#0,S/S3c,10.0,13.09,6.687,8.219,14.661
4,S-S3c#0,S/S3c,10.0,13.117,16.746,6.921,18.551
4,S-S3c#0,S/S3c,10.0,9.503,19.077,3.596,22.921
4,S-S3c#0,S/S3c,10.0,8.923,22.689,2.511,38.329
4,S-S3c#0,S/S3c,10.0,4.073,48.926,1.148,5.027
4,S-S3c#0,S/S3c,10.0,15.514,92.771,2.378,12.799
4,S-S3c#0,S/S3c,10.0,3.773,7.802,4.851,3.325
4,S-S3c#0,S/S3c,10.0,6.739,35.321,0.967,11.18
4,S-S3c#0,S/S3c,10.0,11.717,8.848,0.738,40.54
4,S-S3c#0,S/S3c,10.0,6.171,43.9,7.608,6.837
4,S-S3c#0,S/S3c,10.0,11.861,30.182,5.491,14.767
4,S-S3c#0,S/S3c,10.0,4.113,64.873,0.917,6.158
4,S-S3c#0,S/S3c,10.0,4.654,19.736,1.867,5.384
4,S-S3c#0,S/S3c,10.0,2.699,2.716,3.432,5.581
4,S-S3c#0,S/S3c,10.0,14.266,20.543,7.994,24.452
4,S-S3c#0,S/S3c,10.0,7.286,7.479,7.439,8.11
4,S-S3c#0,S/S3c,10.0,20.758,20.195,5.291,22.061
4,S-S3c#0,S/S3c,10.0,3.459,43.074,2.248,7.034
4,S-S3c#0,S/S3c,10.0,23.235,53.673,3.359,65.555
4,S-S3c#0,S/S3c,10.0,5.725,17.55,10.129,7.773
4,S-S3c#0,S/S3c,10.0,6.762,62.101,7.893,11.123
4,S-S3c#0,S/S3c,10.0,11.223,25.33,3.846,14.396
4,S-S3c#0,S/S3c,10.0,11.968,15.596,10.877,17.462
4,S-S3c#0,S/S3c,10.0,10.772,55.801,7.731,22.643
4,S-S3c#0,S/S3c,10.0,7.806,21.275,6.232,13.329
4,S-S3c#0,S/S3c,10.0,9.022,30.369,1.873,21.626
4,S-S3c#0,S/S3c,10.0,5.913,2.523,1.125,8.112
4,S-S3c#0,S/S3c,10.0,8.66,2.712,1.171,11.269
4,S-S3c#0,S/S3c,10.0,30.59,29.94,11.646,63.124
4,S-S3c#0,S/S3c,10.0,24.182,86.603,26.851,35.156
4,S-S3c#0,S/S3c,10.0,32.207,41.632,8.044,37.471
4,S-S3c#0,S/S3c,10.0,8.795,63.687,4.57,14.007
4,S-S3c#0,S/S3c,10.0,16.984,15.545,9.724,22.32
4,S-S3c#0,S/S3c,10.0,14.25,9.728,6.472,14.961
4,S-S3c#0,S/S3c,10.0,1.407,91.614,1.057,1.671
4,S-S3c#0,S/S3c,10.0,17.011,25.221,15.58,18.545
4,S-S3c#0,S/S3c,10.0,12.232,13.803,3.627,13.901
4,S-S3c#0,S/S3c,10.0,115.829,94.999,122.934,124.481
4,S-S3c#0,S/S3c,10.0,6.901,9.165,2.759,8.044
4,S-S3c#0,S/S3c,10.0,3.575,8.315,3.692,4.528
4,S-S3c#0,S/S3c,10.0,8.52,17.194,8.409,10.731
4,S-S3c#0,S/S3c,10.0,10.876,10.845,5.491,12.629
4,S-S3c#0,S/S3c,10.0,8.406,38.042,5.178,21.893
4,S-S3c#0,S/S3c,10.0,10.083,19.157,0.843,12.705
4,S-S3c#0,S/S3c,10.0,5.983,38.989,0.992,16.081
4,S-S3c#0,S/S3c,10.0,6.877,70.123,2.613,10.945
4,S-S3c#0,S/S3c,10.0,24.019,7.792,14.417,26.058
4,S-S3c#0,S/S3c,10.0,9.149,53.744,2.937,13.947
4,S-S3c#0,S/S3c,10.0,21.558,127.037,5.44,17.652
4,S-S3c#0,S/S3c,10.0,33.286,10.464,12.476,19.713
4,S-S3c#0,S/S3c,10.0,13.59,10.167,3.169,7.801
4,S-S3c#0,S/S3c,10.0,27.841,54.501,0.895,15.2
4,S-S3c#0,S/S3c,10.0,23.334,68.646,0.162,12.531
4,S-S3c#0,S/S3c,10.0,19.929,53.696,0.917,11.719
4,S-S3c#0,S/S3c,10.0,29.089,132.444,3.362,17.371
4,S-S3c#0,S/S3c,10.0,35.045,7.429,0.555,19.594
4,S-S3c#0,S/S3c,10.0,24.938,15.943,0.537,12.669
4,S-S3c#0,S/S3c,10.0,12.53,146.283,10.511,6.129
4,S-S3c#0,S/S3c,10.0,22.669,47.745,13.172,13.311
4,S-S3c#0,S/S3c,10.0,23.439,61.243,5.977,12.876
4,S-S3c#0,S/S3c,10.0,24.86,105.449,10.334,14.417
4,S-S3c#0,S/S3c,10.0,21.635,32.227,1.044,13.198
4,S-S3c#0,S/S3c,10.0,14.589,181.207,5.87,8.633
4,S-S3c#0,S/S3c,10.0,16.577,4.703,0.673,9.241
4,S-S3c#0,S/S3c,10.0,29.047,89.74,4.248,15.502
4,S-S3c#0,S/S3c,10.0,0.766,73.957,1.734,0.409
4,S-S3c#0,S/S3c,10.0,19.258,6.09,0.988,11.029
4,S-S3c#0,S/S3c,10.0,5.754,32.768,1.19,4.255
4,S-S3c#0,S/S3c,10.0,2.37,39.683,1.075,13.072
4,S-S3c#0,S/S3c,10.0,13.242,40.392,3.326,33.006
4,S-S3c#0,S/S3c,10.0,19.418,55.735,1.272,50.256
4,S-S3c#0,S/S3c,10.0,8.839,110.252,18.554,8.034
4,S-S3c#0,S/S3c,10.0,44.485,51.357,5.006,27.352
4,S-S3c#0,S/S3c,10.0,10.821,9.085,2.496,6.204
4,S-S3c#0,S/S3c,10.0,14.348,8.337,1.657,7.996
4,S-S3c#0,S/S3c,10.0,15.707,102.271,3.151,8.797
4,S-S3c#0,S/S3c,10.0,29.204,26.467,3.419,17.301
4,S-S3c#0,S/S3c,10.0,12.014,7.106,3.313,7.633
4,S-S3c#0,S/S3c,10.0,31.341,158.803,3.082,21.381
4,S-S3c#0,S/S3c,10.0,50.753,24.912,4.124,29.673
4,S-S3c#0,S/S3c,10.0,46.136,63.269,39.411,27.235
4,S-S3c#0,S/S3c,10.0,64.144,17.345,61.17,35.282
4,S-S3c#0,S/S3c,10.0,34.301,42.274,14.179,19.651
4,S-S3c#0,S/S3c,10.0,34.054,136.246,31.931,18.351
4,S-S3c#0,S/S3c,10.0,23.423,15.16,24.228,14.39
4,S-S3c#0,S/S3c,10.0,22.282,16.271,10.829,13.421
4,S-S3c#0,S/S3c,10.0,7.069,79.954,5.022,4.127
4,S-S3c#0,S/S3c,10.0,11.557,80.468,9.593,6.735
4,S-S3c#0,S/S3c,10.0,13.636,53.028,9.352,8.263
4,S-S3c#0,S/S3c,10.0,14.464,57.518,6.514,8.221
4,S-S3c#0,S/S3c,10.0,17.701,54.258,10.56,9.147
4,S-S3c#0,S/S3c,10.0,10.36,21.593,4.677,5.872
4,S-S3c#0,S/S3c,10.0,13.873,44.289,1.62,17.976
4,S-S3c#0,S/S3c,10.0,6.043,38.914,4.206,13.143
4,S-S3c#0,S/S3c,10.0,35.115,52.513,19.168,60.326
4,S-S3c#0,S/S3c,10.0,81.973,192.163,80.414,61.747
4,S-S3c#0,S/S3c,10.0,30.433,14.043,14.514,19.323
4,S-S3c#0,S/S3c,10.0,4.98,11.521,9.857,3.206
4,S-S3c#0,S/S3c,10.0,22.345,23.069,7.785,12.992
4,S-S3c#0,S/S3c,10.0,17.896,94.488,8.673,10.201
4,S-S3c#0,S/S3c,10.0,10.344,19.609,6.847,6.236
4,S-S3c#0,S/S3c,10.0,14.31,11.561,6.077,10.221
4,S-S3c#0,S/S3c,10.0,5.712,60.018,1.873,10.451
4,S-S3c#0,S/S3c,10.0,1.545,0.568,1.061,77.157
4,S-S3c#0,S/S3c,10.0,15.623,46.858,7.153,24.881
4,S-S3c#0,S/S3c,10.0,6.362,102.54,6.05,8.066
4,S-S3c#0,S/S3c,10.0,16.839,48.742,2.349,75.259
4,S-S3c#0,S/S3c,10.0,1.903,2.256,2.002,106.977
4,S-S3c#0,S/S3c,10.0,1.292,1.352,1.34,106.767
4,S-S3c#0,S/S3c,10.0,1.308,1.209,1.172,123.984
4,S-S3c#0,S/S3c,10.0,11.828,10.516,15.856,134.631
4,S-S3c#0,S/S3c,10.0,2.45,2.23,2.706,40.459
4,S-S3c#0,S/S3c,10.0,4.017,1.212,3.677,69.877
4,S-S3c#0,S/S3c,10.0,34.252,56.937,10.373,49.135
4,S-S3c#0,S/S3c,10.0,27.065,6.239,3.507,21.911
4,S-S3c#0,S/S3c,10.0,19.781,28.286,2.829,24.149
4,S-S3c#0,S/S3c,10.0,14.842,77.129,1.696,19.857
4,S-S3c#0,S/S3c,10.0,4.874,14.534,1.89,7.401
4,S-S3c#0,S/S3c,10.0,14.905,21.599,1.578,36.62
4,S-S3c#0,S/S3c,10.0,25.999,11.41,11.41,149.96
4,S-S3c#0,S/S3c,10.0,127.828,133.804,125.753,60.779
4,S-S3c#0,S/S3c,10.0,12.047,10.059,1.497,11.605
4,S-S3c#0,S/S3c,10.0,17.084,38.163,2.092,36.574
4,S-S3c#0,S/S3c,10.0,11.411,20.998,0.839,29.846
4,S-S3c#0,S/S3c,10.0,13.231,13.525,0.255,29.249
4,S-S3c#0,S/S3c,10.0,2.586,28.446,0.825,5.821
4,S-S3c#0,S/S3c,10.0,3.895,47.979,5.28,8.213
4,S-S3c#0,S/S3c,30.0,10.546,23.108,2.433,38.953
4,S-S3c#0,S/S3c,30.0,49.748,154.261,5.64,31.223
4,S-S3c#0,S/S3c,30.0,58.408,229.474,8.592,25.157
4,S-S3c#0,S/S3c,30.0,35.65,247.242,2.682,16.894
4,S-S3c#0,S/S3c,30.0,17.226,323.682,3.371,11.24
4,S-S3c#0,S/S3c,30.0,15.207,131.517,13.81,8.941
4,S-S3c#0,S/S3c,30.0,41.852,290.771,9.317,13.646
4,S-S3c#0,S/S3c,30.0,92.691,548.355,10.744,23.581
4,S-S3c#0,S/S3c,30.0,111.182,201.97,8.164,24.087
4,S-S3c#0,S/S3c,30.0,106.799,354.972,20.51,22.361
4,S-S3c#0,S/S3c,30.0,84.603,238.541,26.584,18.82
4,S-S3c#0,S/S3c,30.0,76.032,99.212,16.645,19.678
4,S-S3c#0,S/S3c,30.0,53.3,116.282,9.439,14.305
4,S-S3c#0,S/S3c,30.0,96.424,202.163,7.71,23.382
4,S-S3c#0,S/S3c,30.0,93.43,416.771,1.463,25.309
4,S-S3c#0,S/S3c,30.0,68.077,349.743,1.823,20.935
4,S-S3c#0,S/S3c,30.0,72.302,41.388,1.548,20.76
4,S-S3c#0,S/S3c,30.0,166.876,487.662,7.064,33.085
4,S-S3c#0,S/S3c,30.0,143.491,197.301,2.553,27.845
4,S-S3c#0,S/S3c,30.0,80.83,237.297,11.233,17.175
4,S-S3c#0,S/S3c,30.0,76.353,287.198,15.531,15.357
4,S-S3c#0,S/S3c,30.0,187.956,322.717,10.69,29.493
4,S-S3c#0,S/S3c,30.0,235.251,197.597,8.459,33.524
4,S-S3c#0,S/S3c,30.0,155.186,189.892,17.35,27.257
4,S-S3c#0,S/S3c,30.0,98.877,280.075,20.851,20.031
4,S-S3c#0,S/S3c,30.0,122.107,262.064,12.788,24.923
4,S-S3c#0,S/S3c,30.0,157.99,500.153,3.688,30.982
4,S-S3c#0,S/S3c,30.0,91.309,438.502,3.49,21.76
4,S-S3c#0,S/S3c,30.0,61.547,240.346,4.877,25.272
4,S-S3c#0,S/S3c,30.0,51.324,322.652,8.084,28.239
4,S-S3c#0,S/S3c,30.0,63.617,147.372,7.843,32.579
4,S-S3c#0,S/S3c,30.0,75.236,217.126,9.682,33.313
4,S-S3c#0,S/S3c,30.0,51.399,384.946,10.665,24.376
4,S-S3c#0,S/S3c,30.0,22.675,252.689,11.92,10.379
4,S-S3c#0,S/S3c,30.0,45.715,161.68,17.742,16.88
4,S-S3c#0,S/S3c,30.0,22.069,194.249,9.823,6.658
4,S-S3c#0,S/S3c,30.0,73.151,186.889,17.796,21.386
4,S-S3c#0,S/S3c,30.0,68.991,193.764,10.873,20.491
4,S-S3c#0,S/S3c,30.0,18.545,172.061,16.95,5.238
4,S-S3c#0,S/S3c,30.0,15.468,149.338,10.97,4.411
4,S-S3c#0,S/S3c,30.0,48.7,240.287,14.331,14.924
4,S-S3c#0,S/S3c,30.0,43.368,389.005,18.934,16.124
4,S-S3c#0,S/S3c,30.0,70.282,212.514,22.385,23.41
4,S-S3c#0,S/S3c,30.0,191.364,336.922,31.619,47.491
4,S-S3c#0,S/S3c,30.0,215.199,464.471,29.196,45.521
4,S-S3c#0,S/S3c,30.0,152.346,167.219,29.333,33.614
4,S-S3c#0,S/S3c,30.0,64.91,449.341,21.292,18.371
4,S-S3c#0,S/S3c,30.0,36.585,84.192,22.24,11.103
4,S-S3c#0,S/S3c,30.0,31.233,432.078,23.905,11.165
4,S-S3c#0,S/S3c,30.0,38.141,114.745,17.144,14.432
4,S-S3c#0,S/S3c,30.0,20.194,77.404,11.479,9.321
4,S-S3c#0,S/S3c,30.0,15.7,315.219,7.592,7.542
4,S-S3c#0,S/S3c,30.0,33.345,373.553,9.106,16.578
4,S-S3c#0,S/S3c,30.0,24.418,62.784,13.798,11.644
4,S-S3c#0,S/S3c,30.0,41.616,133.444,10.464,19.196
4,S-S3c#0,S/S3c,30.0,36.429,170.182,9.71,17.697
4,S-S3c#0,S/S3c,30.0,25.656,175.934,5.948,14.574
4,S-S3c#0,S/S3c,30.0,39.748,108.073,18.375,36.184
4,S-S3c#0,S/S3c,30.0,41.21,90.338,25.41,49.411
4,S-S3c#0,S/S3c,30.0,25.109,62.88,23.235,31.8
4,S-S3c#0,S/S3c,30.0,210.324,119.468,213.414,145.333
4,S-S3c#0,S/S3c,30.0,11.59,283.291,3.677,6.65
4,S-S3c#0,S/S3c,30.0,20.713,65.824,3.127,9.935
4,S-S3c#0,S/S3c,30.0,8.078,119.953,7.635,3.993
4,S-S3c#0,S/S3c,30.0,24.17,66.583,7.258,11.044
4,S-S3c#0,S/S3c,30.0,41.003,194.429,10.511,18.542
4,S-S3c#0,S/S3c,30.0,39.819,341.898,11.03,17.49
4,S-S3c#0,S/S3c,30.0,30.379,20.107,9.053,12.761
4,S-S3c#0,S/S3c,30.0,38.364,138.317,6.517,15.669
4,S-S3c#0,S/S3c,30.0,38.012,283.116,12.891,15.36
4,S-S3c#0,S/S3c,30.0,18.743,74.039,7.546,8.11
4,S-S3c#0,S/S3c,30.0,15.499,149.558,5.462,8.578
4,S-S3c#0,S/S3c,30.0,7.866,152.697,5.495,4.524
4,S-S3c#0,S/S3c,30.0,13.687,139.684,4.832,7.813
4,S-S3c#0,S/S3c,30.0,2.974,197.342,5.817,1.764
4,S-S3c#0,S/S3c,30.0,10.157,110.665,4.842,6.935
4,S-S3c#0,S/S3c,30.0,7.595,148.778,14.393,6.108
4,S-S3c#0,S/S3c,30.0,20.315,56.387,8.649,14.409
4,S-S3c#0,S/S3c,30.0,12.093,144.932,7.355,8.548
4,S-S3c#0,S/S3c,30.0,8.704,163.248,4.172,5.817
4,S-S3c#0,S/S3c,30.0,30.861,134.599,7.587,20.549
4,S-S3c#0,S/S3c,30.0,32.486,210.013,7.974,20.771
4,S-S3c#0,S/S3c,30.0,29.837,122.319,2.062,22.703
4,S-S3c#0,S/S3c,30.0,5.361,220.581,2.083,6.041
4,S-S3c#0,S/S3c,30.0,14.979,168.482,1.313,47.228
4,S-S3c#0,S/S3c,30.0,1.856,1.608,1.763,67.692
4,S-S3c#0,S/S3c,30.0,15.777,57.459,6.53,26.447
4,S-S3c#0,S/S3c,30.0,20.29,117.352,8.531,16.486
4,S-S3c#0,S/S3c,30.0,24.992,232.881,5.699,12.561
4,S-S3c#0,S/S3c,30.0,27.387,80.773,5.74,12.152
4,S-S3c#0,S/S3c,30.0,29.208,37.527,3.65,10.986
4,S-S3c#0,S/S3c,30.0,31.124,385.459,4.254,10.318
4,S-S3c#0,S/S3c,30.0,53.587,423.161,7.17,17.115
4,S-S3c#0,S/S3c,30.0,52.964,186.188,4.415,16.407
4,S-S3c#0,S/S3c,30.0,103.575,411.876,2.119,27.02
4,S-S3c#0,S/S3c,30.0,174.4,643.331,4.434,38.789
4,S-S3c#0,S/S3c,30.0,117.761,428.451,12.431,28.171
4,S-S3c#0,S/S3c,30.0,63.446,415.734,13.584,17.32
4,S-S3c#0,S/S3c,30.0,115.389,444.522,12.905,30.755
4,S-S3c#0,S/S3c,30.0,221.155,470.244,21.884,41.645
4,S-S3c#0,S/S3c,30.0,277.464,241.563,16.014,41.232
4,S-S3c#0,S/S3c,30.0,315.098,140.137,11.856,39.516
4,S-S3c#0,S/S3c,30.0,292.511,80.228,1.876,34.372
4,S-S3c#0,S/S3c,30.0,281.35,15.257,9.336,32.286
4,S-S3c#0,S/S3c,30.0,283.609,67.577,23.467,32.806
4,S-S3c#0,S/S3c,30.0,311.937,54.035,32.431,35.916
4,S-S3c#0,S/S3c,30.0,316.682,42.354,37.454,35.725
4,S-S3c#0,S/S3c,30.0,309.883,52.024,44.955,34.284
4,S-S3c#0,S/S3c,30.0,298.603,35.228,45.238,33.043
4,S-S3c#0,S/S3c,30.0,308.289,46.515,51.9,34.429
4,S-S3c#0,S/S3c,30.0,304.808,51.696,56.547,34.237
4,S-S3c#0,S/S3c,30.0,353.22,73.094,65.745,39.028
4,S-S3c#0,S/S3c,30.0,372.832,72.681,64.47,40.535
