fold,run_id,route,duration_s,model_err_m,baseline_err_m,oracle_err_m,model_drift_pct
1,S-S2#1,S/S2,10.0,20.923,0.551,17.426,130.209
1,S-S2#1,S/S2,10.0,15.14,72.855,1.161,27.744
1,S-S2#1,S/S2,10.0,7.617,81.672,1.569,13.76
1,S-S2#1,S/S2,10.0,1.538,18.725,0.898,31.614
1,S-S2#1,S/S2,10.0,4.605,17.291,0.615,27.098
1,S-S2#1,S/S2,10.0,8.755,35.185,0.802,17.896
1,S-S2#1,S/S2,10.0,6.876,16.672,0.765,8.373
1,S-S2#1,S/S2,10.0,7.483,76.069,1.472,8.02
1,S-S2#1,S/S2,10.0,23.142,47.094,1.532,31.202
1,S-S2#1,S/S2,10.0,3.206,25.845,1.409,11.627
1,S-S2#1,S/S2,10.0,11.387,41.085,0.834,12.108
1,S-S2#1,S/S2,10.0,8.873,1.772,0.318,9.461
1,S-S2#1,S/S2,10.0,18.4,45.631,1.195,34.551
1,S-S2#1,S/S2,10.0,14.043,105.093,2.534,17.078
1,S-S2#1,S/S2,10.0,4.328,22.872,0.885,4.01
1,S-S2#1,S/S2,10.0,12.66,31.378,0.547,11.064
1,S-S2#1,S/S2,10.0,11.501,62.527,4.41,9.555
1,S-S2#1,S/S2,10.0,36.077,64.345,1.645,68.385
1,S-S2#1,S/S2,10.0,3.248,30.537,2.013,8.26
1,S-S2#1,S/S2,10.0,27.15,89.293,0.955,19.948
1,S-S2#1,S/S2,10.0,38.458,53.808,1.819,20.53
1,S-S2#1,S/S2,10.0,9.81,86.028,4.322,6.032
1,S-S2#1,S/S2,10.0,13.924,73.194,5.007,16.928
1,S-S2#1,S/S2,10.0,22.194,51.579,1.178,25.423
1,S-S2#1,S/S2,10.0,20.986,102.471,0.563,32.679
1,S-S2#1,S/S2,10.0,14.668,103.178,2.038,22.138
1,S-S2#1,S/S2,10.0,8.605,77.185,1.504,15.625
1,S-S2#1,S/S2,10.0,12.941,68.766,1.92,28.368
1,S-S2#1,S/S2,10.0,1.087,79.294,1.849,1.978
1,S-S2#1,S/S2,10.0,11.097,32.376,0.845,15.983
1,S-S2#1,S/S2,10.0,3.506,71.398,3.127,6.712
1,S-S2#1,S/S2,10.0,30.082,52.976,1.38,63.867
1,S-S2#1,S/S2,10.0,8.604,42.576,3.638,13.141
1,S-S2#1,S/S2,10.0,26.485,42.574,0.97,18.292
1,S-S2#1,S/S2,10.0,20.053,4.107,0.814,11.548
1,S-S2#1,S/S2,10.0,18.485,39.588,0.438,10.417
1,S-S2#1,S/S2,10.0,25.747,41.743,0.67,14.565
1,S-S2#1,S/S2,10.0,27.579,37.187,0.408,15.36
1,S-S2#1,S/S2,10.0,8.369,15.888,1.457,5.106
1,S-S2#1,S/S2,10.0,14.354,54.411,1.542,24.204
1,S-S2#1,S/S2,10.0,3.905,16.158,0.754,22.288
1,S-S2#1,S/S2,10.0,18.23,10.946,1.56,28.5
1,S-S2#1,S/S2,10.0,8.935,42.922,3.698,13.609
1,S-S2#1,S/S2,10.0,12.973,91.59,2.353,19.189
1,S-S2#1,S/S2,10.0,5.421,76.264,2.385,10.695
1,S-S2#1,S/S2,10.0,15.301,43.246,1.187,41.975
1,S-S2#1,S/S2,10.0,17.935,12.787,11.121,150.236
1,S-S2#1,S/S2,10.0,4.081,58.051,2.344,9.321
1,S-S2#1,S/S2,10.0,15.186,44.952,1.734,34.535
1,S-S2#1,S/S2,10.0,17.879,22.898,1.197,32.799
1,S-S2#1,S/S2,10.0,26.973,16.296,2.191,68.263
1,S-S2#1,S/S2,10.0,3.524,42.506,2.826,7.437
1,S-S2#1,S/S2,10.0,11.069,20.636,2.981,20.68
1,S-S2#1,S/S2,10.0,17.29,2.181,0.131,26.567
1,S-S2#1,S/S2,10.0,10.321,27.677,1.029,22.738
1,S-S2#1,S/S2,10.0,5.562,11.181,10.675,83.406
1,S-S2#1,S/S2,10.0,5.367,7.224,3.469,69.912
1,S-S2#1,S/S2,10.0,4.347,27.539,3.738,6.529
1,S-S2#1,S/S2,10.0,24.158,23.992,1.62,35.098
1,S-S2#1,S/S2,10.0,8.576,93.382,1.395,12.266
1,S-S2#1,S/S2,10.0,0.964,9.517,1.797,1.058
1,S-S2#1,S/S2,10.0,1.123,21.553,0.265,1.013
1,S-S2#1,S/S2,10.0,2.684,20.834,1.039,2.413
1,S-S2#1,S/S2,10.0,21.562,70.883,0.585,17.245
1,S-S2#1,S/S2,10.0,16.71,60.104,1.467,13.267
1,S-S2#1,S/S2,10.0,6.975,98.855,0.77,6.16
1,S-S2#1,S/S2,10.0,13.403,122.763,2.233,10.878
1,S-S2#1,S/S2,10.0,8.063,57.188,3.39,6.382
1,S-S2#1,S/S2,10.0,7.787,83.944,1.574,5.937
1,S-S2#1,S/S2,10.0,9.131,68.744,1.458,28.89
1,S-S2#1,S/S2,10.0,13.224,40.699,2.474,28.01
1,S-S2#1,S/S2,10.0,4.96,20.552,0.853,5.51
1,S-S2#1,S/S2,10.0,1.495,26.619,0.542,15.742
1,S-S2#1,S/S2,10.0,10.536,50.225,1.316,20.989
1,S-S2#1,S/S2,10.0,6.951,14.829,0.857,7.092
1,S-S2#1,S/S2,10.0,1.375,15.535,0.41,31.146
1,S-S2#1,S/S2,10.0,9.775,69.625,1.463,10.259
1,S-S2#1,S/S2,10.0,10.821,62.21,2.816,17.235
1,S-S2#1,S/S2,10.0,6.994,7.2,0.897,7.036
1,S-S2#1,S/S2,10.0,18.343,119.772,1.461,21.99
1,S-S2#1,S/S2,10.0,7.093,13.559,1.042,6.59
1,S-S2#1,S/S2,10.0,14.231,119.887,1.205,16.818
1,S-S2#1,S/S2,10.0,10.89,76.983,0.808,9.384
1,S-S2#1,S/S2,10.0,8.341,70.533,2.788,11.161
1,S-S2#1,S/S2,10.0,21.621,15.038,2.287,31.214
1,S-S2#1,S/S2,10.0,6.585,89.992,0.787,8.711
1,S-S2#1,S/S2,10.0,5.116,99.132,1.518,5.483
1,S-S2#1,S/S2,10.0,10.777,5.945,0.478,10.887
1,S-S2#1,S/S2,10.0,35.446,80.496,3.489,58.618
1,S-S2#1,S/S2,10.0,1.219,25.895,0.447,1.295
1,S-S2#1,S/S2,10.0,15.968,18.984,0.516,16.286
1,S-S2#1,S/S2,10.0,7.263,6.365,0.431,8.383
1,S-S2#1,S/S2,10.0,6.747,33.336,1.566,7.344
1,S-S2#1,S/S2,10.0,9.821,23.772,0.489,11.483
1,S-S2#1,S/S2,10.0,22.847,26.93,2.285,29.299
1,S-S2#1,S/S2,10.0,17.045,37.67,3.085,24.86
1,S-S2#1,S/S2,10.0,28.258,26.526,0.95,44.773
1,S-S2#1,S/S2,10.0,8.735,28.612,7.697,28.612
1,S-S2#1,S/S2,10.0,14.946,93.092,0.974,19.784
1,S-S2#1,S/S2,10.0,16.405,91.696,1.502,23.211
1,S-S2#1,S/S2,10.0,7.07,35.107,0.535,7.914
1,S-S2#1,S/S2,10.0,8.907,98.906,3.111,12.944
1,S-S2#1,S/S2,10.0,6.15,4.325,0.448,6.371
1,S-S2#1,S/S2,10.0,7.838,126.245,3.086,9.455
1,S-S2#1,S/S2,10.0,24.91,42.475,1.352,33.453
1,S-S2#1,S/S2,10.0,13.292,88.771,2.17,17.474
1,S-S2#1,S/S2,10.0,5.029,13.192,0.732,4.443
1,S-S2#1,S/S2,10.0,36.26,40.66,1.574,49.419
1,S-S2#1,S/S2,10.0,5.241,16.903,2.798,29.799
1,S-S2#1,S/S2,10.0,2.066,18.997,0.378,2.224
1,S-S2#1,S/S2,10.0,5.363,6.311,2.42,5.832
1,S-S2#1,S/S2,10.0,9.785,121.058,1.763,12.164
1,S-S2#1,S/S2,10.0,5.555,57.998,1.786,5.525
1,S-S2#1,S/S2,10.0,11.357,18.619,0.904,12.024
1,S-S2#1,S/S2,10.0,14.601,70.388,2.796,24.033
1,S-S2#1,S/S2,10.0,10.588,7.33,0.279,8.549
1,S-S2#1,S/S2,10.0,17.905,22.437,1.773,13.981
1,S-S2#1,S/S2,10.0,2.565,23.792,0.362,2.081
1,S-S2#1,S/S2,10.0,9.38,99.086,3.399,7.185
1,S-S2#1,S/S2,10.0,7.127,27.727,2.008,5.651
1,S-S2#1,S/S2,10.0,16.801,123.365,2.218,17.936
1,S-S2#1,S/S2,10.0,23.092,79.892,2.257,32.696
1,S-S2#1,S/S2,10.0,1.499,83.101,1.545,1.388
1,S-S2#1,S/S2,10.0,21.406,42.978,0.617,19.882
1,S-S2#1,S/S2,10.0,28.093,69.25,0.804,23.765
1,S-S2#1,S/S2,10.0,1.776,11.716,0.62,1.455
1,S-S2#1,S/S2,10.0,14.413,87.661,2.893,21.54
1,S-S2#1,S/S2,10.0,16.365,43.328,1.618,13.533
1,S-S2#1,S/S2,10.0,10.352,71.541,1.183,6.747
1,S-S2#1,S/S2,10.0,5.232,6.259,1.482,3.535
1,S-S2#1,S/S2,10.0,10.099,122.066,2.54,12.395
1,S-S2#1,S/S2,10.0,13.518,16.534,0.647,15.685
1,S-S2#1,S/S2,10.0,2.782,42.108,0.929,4.455
1,S-S2#1,S/S2,10.0,5.788,31.805,1.662,6.59
1,S-S2#1,S/S2,10.0,14.317,29.935,0.169,16.469
1,S-S2#1,S/S2,10.0,11.3,94.898,1.551,13.412
1,S-S2#1,S/S2,10.0,2.987,51.621,0.52,3.122
1,S-S2#1,S/S2,10.0,19.209,10.546,1.754,20.103
1,S-S2#1,S/S2,10.0,12.987,13.045,1.33,14.315
1,S-S2#1,S/S2,10.0,23.247,44.712,5.201,73.894
1,S-S2#1,S/S2,10.0,41.579,10.877,38.967,169.517
1,S-S2#1,S/S2,10.0,6.729,16.766,1.452,7.876
1,S-S2#1,S/S2,10.0,9.9,126.089,1.344,11.295
1,S-S2#1,S/S2,10.0,5.565,94.643,1.461,5.75
1,S-S2#1,S/S2,10.0,18.769,56.159,1.052,22.049
1,S-S2#1,S/S2,10.0,8.234,20.675,2.01,46.589
1,S-S2#1,S/S2,10.0,2.895,9.404,0.624,11.445
1,S-S2#1,S/S2,10.0,8.845,11.874,0.329,12.823
1,S-S2#1,S/S2,10.0,12.458,14.167,0.668,14.854
1,S-S2#1,S/S2,10.0,12.62,51.448,1.103,18.788
1,S-S2#1,S/S2,10.0,11.219,22.869,0.711,12.782
1,S-S2#1,S/S2,10.0,22.774,43.829,0.747,56.104
1,S-S2#1,S/S2,10.0,17.011,98.19,1.069,21.23
1,S-S2#1,S/S2,10.0,22.604,30.403,1.001,14.859
1,S-S2#1,S/S2,10.0,34.046,76.288,0.449,20.484
1,S-S2#1,S/S2,10.0,24.704,19.415,0.921,13.624
1,S-S2#1,S/S2,10.0,11.663,10.486,0.546,6.424
1,S-S2#1,S/S2,10.0,15.772,6.926,0.167,9.342
1,S-S2#1,S/S2,10.0,7.105,23.796,0.517,4.575
1,S-S2#1,S/S2,10.0,13.304,101.05,3.66,15.674
1,S-S2#1,S/S2,10.0,30.243,29.324,0.719,20.272
1,S-S2#1,S/S2,10.0,19.028,9.509,0.578,10.963
1,S-S2#1,S/S2,10.0,33.05,12.393,2.293,15.742
1,S-S2#1,S/S2,10.0,43.511,10.317,3.281,19.298
1,S-S2#1,S/S2,10.0,30.283,16.102,2.931,13.117
1,S-S2#1,S/S2,10.0,37.691,11.268,1.546,16.538
1,S-S2#1,S/S2,10.0,38.451,1.559,3.209,16.565
1,S-S2#1,S/S2,10.0,32.534,2.812,2.932,14.034
1,S-S2#1,S/S2,10.0,6.175,40.137,1.538,3.296
1,S-S2#1,S/S2,10.0,8.089,25.56,2.334,8.237
1,S-S2#1,S/S2,10.0,25.48,79.315,2.572,16.09
1,S-S2#1,S/S2,10.0,25.42,11.395,0.174,13.582
1,S-S2#1,S/S2,10.0,32.41,19.277,1.133,15.298
1,S-S2#1,S/S2,10.0,36.079,7.188,0.075,15.096
1,S-S2#1,S/S2,10.0,26.051,14.153,3.923,11.601
1,S-S2#1,S/S2,10.0,15.131,18.794,0.478,7.496
1,S-S2#1,S/S2,10.0,3.753,41.149,1.077,2.292
1,S-S2#1,S/S2,10.0,13.029,8.238,1.515,12.938
1,S-S2#1,S/S2,10.0,24.443,27.376,0.705,14.367
1,S-S2#1,S/S2,10.0,36.813,16.415,0.686,17.469
1,S-S2#1,S/S2,10.0,36.939,8.714,1.253,16.284
1,S-S2#1,S/S2,10.0,16.216,17.037,0.48,7.605
1,S-S2#1,S/S2,10.0,28.218,16.785,0.055,13.832
1,S-S2#1,S/S2,10.0,28.824,56.482,1.777,19.779
1,S-S2#1,S/S2,10.0,0.904,9.716,0.346,2.923
1,S-S2#1,S/S2,10.0,5.238,5.83,1.213,11.432
1,S-S2#1,S/S2,10.0,21.685,83.875,2.877,17.608
1,S-S2#1,S/S2,10.0,13.995,42.351,5.802,18.866
1,S-S2#1,S/S2,10.0,32.141,32.911,3.69,21.069
1,S-S2#1,S/S2,10.0,40.766,23.455,1.442,19.948
1,S-S2#1,S/S2,10.0,41.55,10.981,1.617,18.011
1,S-S2#1,S/S2,10.0,39.037,26.356,1.988,16.35
1,S-S2#1,S/S2,10.0,26.503,8.57,1.591,11.235
1,S-S2#1,S/S2,10.0,30.034,6.616,2.228,13.182
1,S-S2#1,S/S2,10.0,25.376,93.793,2.806,18.949
1,S-S2#1,S/S2,10.0,7.417,3.182,1.358,7.23
1,S-S2#1,S/S2,10.0,21.944,35.879,0.955,36.0
1,S-S2#1,S/S2,10.0,4.641,75.102,0.882,7.865
1,S-S2#1,S/S2,10.0,5.114,16.954,1.399,5.525
1,S-S2#1,S/S2,10.0,24.694,50.57,0.956,30.604
1,S-S2#1,S/S2,30.0,44.317,118.37,6.686,16.414
1,S-S2#1,S/S2,30.0,35.755,268.182,3.59,22.564
1,S-S2#1,S/S2,30.0,7.125,54.835,1.831,7.167
1,S-S2#1,S/S2,30.0,27.991,85.462,0.873,26.149
1,S-S2#1,S/S2,30.0,54.555,99.589,1.304,64.081
1,S-S2#1,S/S2,30.0,8.32,82.226,1.359,25.282
1,S-S2#1,S/S2,30.0,0.729,11.895,0.649,29.404
1,S-S2#1,S/S2,30.0,0.533,0.294,0.398,27.574
1,S-S2#1,S/S2,30.0,0.543,0.285,0.338,29.095
1,S-S2#1,S/S2,30.0,0.511,0.448,0.382,28.834
1,S-S2#1,S/S2,30.0,0.321,0.728,0.688,20.423
1,S-S2#1,S/S2,30.0,0.925,1.709,1.572,51.19
1,S-S2#1,S/S2,30.0,0.871,1.391,1.45,48.121
1,S-S2#1,S/S2,30.0,0.241,1.666,0.958,11.443
1,S-S2#1,S/S2,30.0,1.179,1.184,1.212,61.502
1,S-S2#1,S/S2,30.0,1.525,1.502,1.465,76.396
1,S-S2#1,S/S2,30.0,1.003,1.089,1.058,66.326
1,S-S2#1,S/S2,30.0,0.668,1.117,1.015,45.492
1,S-S2#1,S/S2,30.0,2.078,9.698,1.401,17.202
1,S-S2#1,S/S2,30.0,11.17,102.34,13.049,10.769
1,S-S2#1,S/S2,30.0,30.454,232.032,30.324,13.106
1,S-S2#1,S/S2,30.0,19.461,163.322,11.424,5.523
1,S-S2#1,S/S2,30.0,59.03,110.372,8.294,14.984
1,S-S2#1,S/S2,30.0,64.507,156.014,10.523,17.402
1,S-S2#1,S/S2,30.0,27.943,166.435,3.347,9.506
1,S-S2#1,S/S2,30.0,48.987,270.076,2.142,20.412
1,S-S2#1,S/S2,30.0,54.526,97.574,5.048,26.951
1,S-S2#1,S/S2,30.0,57.194,140.958,2.48,32.578
1,S-S2#1,S/S2,30.0,35.784,288.258,4.511,19.692
1,S-S2#1,S/S2,30.0,33.91,204.864,7.098,16.339
1,S-S2#1,S/S2,30.0,27.02,233.333,2.333,11.021
1,S-S2#1,S/S2,30.0,36.464,299.835,7.165,15.601
1,S-S2#1,S/S2,30.0,60.075,379.66,6.228,26.517
1,S-S2#1,S/S2,30.0,86.972,45.789,3.504,34.02
1,S-S2#1,S/S2,30.0,91.216,56.954,3.267,34.678
1,S-S2#1,S/S2,30.0,83.172,107.842,2.742,44.676
1,S-S2#1,S/S2,30.0,56.463,166.615,2.325,38.892
1,S-S2#1,S/S2,30.0,1.971,157.837,2.106,1.779
1,S-S2#1,S/S2,30.0,11.53,135.585,9.434,6.088
1,S-S2#1,S/S2,30.0,9.519,401.627,7.567,3.824
1,S-S2#1,S/S2,30.0,28.218,236.133,16.613,10.098
1,S-S2#1,S/S2,30.0,55.288,146.633,4.058,21.353
1,S-S2#1,S/S2,30.0,105.178,314.261,5.987,54.32
1,S-S2#1,S/S2,30.0,114.557,199.821,15.796,70.45
1,S-S2#1,S/S2,30.0,136.722,273.254,11.545,89.124
1,S-S2#1,S/S2,30.0,142.338,62.687,3.954,80.215
1,S-S2#1,S/S2,30.0,156.512,51.231,40.363,75.115
1,S-S2#1,S/S2,30.0,95.814,13.498,7.257,50.869
1,S-S2#1,S/S2,30.0,53.743,182.511,4.697,30.695
1,S-S2#1,S/S2,30.0,25.271,164.346,7.07,15.58
1,S-S2#1,S/S2,30.0,49.143,252.36,11.963,24.804
1,S-S2#1,S/S2,30.0,83.671,284.936,40.597,40.969
1,S-S2#1,S/S2,30.0,67.158,96.212,16.134,44.731
1,S-S2#1,S/S2,30.0,48.854,118.14,22.847,44.484
1,S-S2#1,S/S2,30.0,36.996,54.575,18.173,45.025
1,S-S2#1,S/S2,30.0,193.254,117.13,183.66,150.278
1,S-S2#1,S/S2,30.0,19.689,191.606,3.818,14.037
1,S-S2#1,S/S2,30.0,35.729,237.898,7.655,19.225
1,S-S2#1,S/S2,30.0,42.359,255.256,8.525,19.287
1,S-S2#1,S/S2,30.0,58.445,71.085,9.881,27.283
1,S-S2#1,S/S2,30.0,38.056,183.783,6.999,23.331
1,S-S2#1,S/S2,30.0,13.581,221.579,7.391,11.37
1,S-S2#1,S/S2,30.0,21.077,107.492,8.038,14.315
1,S-S2#1,S/S2,30.0,29.663,149.953,5.663,23.166
1,S-S2#1,S/S2,30.0,28.819,239.138,6.481,34.329
1,S-S2#1,S/S2,30.0,2.023,125.475,4.203,6.842
1,S-S2#1,S/S2,30.0,17.32,88.153,10.066,18.021
1,S-S2#1,S/S2,30.0,50.299,163.52,16.859,30.067
1,S-S2#1,S/S2,30.0,59.53,20.768,4.352,28.148
1,S-S2#1,S/S2,30.0,56.212,16.297,26.411,27.14
1,S-S2#1,S/S2,30.0,38.18,109.587,7.976,17.127
1,S-S2#1,S/S2,30.0,48.152,80.708,12.979,17.834
1,S-S2#1,S/S2,30.0,42.968,71.986,19.259,16.014
1,S-S2#1,S/S2,30.0,95.326,73.274,17.351,35.53
1,S-S2#1,S/S2,30.0,96.056,206.651,28.135,34.056
1,S-S2#1,S/S2,30.0,128.929,493.953,20.291,37.409
1,S-S2#1,S/S2,30.0,14.877,100.236,23.577,3.782
1,S-S2#1,S/S2,30.0,17.629,128.667,35.992,4.121
1,S-S2#1,S/S2,30.0,34.661,168.776,35.68,7.996
1,S-S2#1,S/S2,30.0,18.354,71.372,29.588,4.234
1,S-S2#1,S/S2,30.0,28.733,81.267,21.309,8.04
1,S-S2#1,S/S2,30.0,66.04,400.03,13.083,21.533
1,S-S2#1,S/S2,30.0,66.418,350.73,15.061,26.654
1,S-S2#1,S/S2,30.0,56.997,380.898,19.651,23.153
1,S-S2#1,S/S2,30.0,49.783,82.793,15.499,25.071
1,S-S2#1,S/S2,30.0,57.083,330.614,11.369,26.453
1,S-S2#1,S/S2,30.0,2.429,201.91,11.517,1.235
1,S-S2#1,S/S2,30.0,45.772,156.659,6.28,29.618
1,S-S2#1,S/S2,30.0,51.019,155.36,10.863,46.792
1,S-S2#1,S/S2,30.0,29.519,184.548,16.422,16.522
1,S-S2#1,S/S2,30.0,73.839,314.829,59.021,23.443
1,S-S2#1,S/S2,30.0,25.007,102.524,21.35,6.479
1,S-S2#1,S/S2,30.0,43.965,118.638,10.436,13.343
1,S-S2#1,S/S2,30.0,69.903,315.583,8.694,25.674
1,S-S2#1,S/S2,30.0,91.383,342.912,10.292,44.411
1,S-S2#1,S/S2,30.0,78.118,208.669,11.853,38.106
1,S-S2#1,S/S2,30.0,100.945,356.269,13.548,49.541
1,S-S2#1,S/S2,30.0,132.375,82.957,8.733,67.077
1,S-S2#1,S/S2,30.0,93.06,46.832,7.941,52.262
1,S-S2#1,S/S2,30.0,68.438,141.271,2.983,61.045
1,S-S2#1,S/S2,30.0,48.956,65.183,20.473,69.327
1,S-S2#1,S/S2,30.0,47.556,87.308,22.144,128.758
1,S-S2#1,S/S2,30.0,72.771,39.052,20.269,133.953
1,S-S2#1,S/S2,30.0,264.085,85.308,146.926,346.832
1,S-S2#1,S/S2,30.0,97.939,88.361,2.113,89.51
1,S-S2#1,S/S2,30.0,77.629,175.81,2.817,53.009
1,S-S2#1,S/S2,30.0,107.042,244.52,13.243,57.645
1,S-S2#1,S/S2,30.0,154.179,46.648,2.046,94.888
1,S-S2#1,S/S2,30.0,99.03,124.43,2.5,103.658
1,S-S2#1,S/S2,30.0,59.881,123.007,2.899,123.174
1,S-S2#1,S/S2,30.0,41.123,19.862,0.729,159.919
1,S-S2#1,S/S2,30.0,57.992,6.308,10.555,202.072
1,S-S2#1,S/S2,30.0,48.957,3.336,3.342,722.55
1,S-S2#1,S/S2,30.0,51.767,2.29,3.29,903.259
1,S-S2#1,S/S2,30.0,38.207,1.344,1.614,1771.291
1,S-S2#1,S/S2,30.0,32.386,0.775,1.035,2093.783
1,S-S2#1,S/S2,30.0,29.71,0.958,0.944,2136.488
1,S-S2#1,S/S2,30.0,24.752,6.936,12.649,335.937
1,S-S2#1,S/S2,30.0,40.561,24.365,27.329,121.63
1,S-S2#1,S/S2,30.0,67.083,53.03,39.673,87.462
1,S-S2#1,S/S2,30.0,224.105,104.823,189.446,155.682
1,S-S2#1,S/S2,30.0,81.482,310.499,2.726,40.591
1,S-S2#1,S/S2,30.0,83.725,101.007,2.953,41.779
1,S-S2#1,S/S2,30.0,68.642,64.225,1.875,35.945
1,S-S2#1,S/S2,30.0,28.733,175.689,1.643,15.953
1,S-S2#1,S/S2,30.0,22.192,273.629,2.279,11.005
1,S-S2#1,S/S2,30.0,44.2,217.952,12.69,22.002
1,S-S2#1,S/S2,30.0,27.012,150.251,2.524,13.883
1,S-S2#1,S/S2,30.0,40.899,145.841,1.195,21.926
1,S-S2#1,S/S2,30.0,40.575,166.172,6.159,19.648
1,S-S2#1,S/S2,30.0,69.81,323.076,3.279,38.912
1,S-S2#1,S/S2,30.0,84.058,95.338,4.03,46.933
1,S-S2#1,S/S2,30.0,74.567,223.125,7.227,49.431
1,S-S2#1,S/S2,30.0,71.328,199.621,6.123,55.226
1,S-S2#1,S/S2,30.0,49.585,145.083,5.96,58.86
1,S-S2#1,S/S2,30.0,33.553,152.043,6.484,35.253
1,S-S2#1,S/S2,30.0,48.256,153.382,3.754,30.729
1,S-S2#1,S/S2,30.0,86.228,51.348,7.449,41.716
1,S-S2#1,S/S2,30.0,70.277,47.886,3.362,35.772
1,S-S2#1,S/S2,30.0,75.122,237.917,3.108,53.473
1,S-S2#1,S/S2,30.0,40.901,160.472,4.115,40.818
1,S-S2#1,S/S2,30.0,34.32,257.431,4.579,22.742
1,S-S2#1,S/S2,30.0,6.222,203.169,2.33,2.85
1,S-S2#1,S/S2,30.0,36.778,222.824,3.447,12.657
1,S-S2#1,S/S2,30.0,85.199,447.05,4.01,38.107
1,S-S2#1,S/S2,30.0,54.667,182.411,7.417,25.804
1,S-S2#1,S/S2,30.0,58.771,377.424,11.554,26.761
1,S-S2#1,S/S2,30.0,80.4,365.762,5.407,28.826
1,S-S2#1,S/S2,30.0,102.781,114.133,21.201,34.731
1,S-S2#1,S/S2,30.0,85.852,81.975,19.588,32.183
1,S-S2#1,S/S2,30.0,53.51,221.134,4.193,25.494
1,S-S2#1,S/S2,30.0,32.306,292.904,2.802,20.255
1,S-S2#1,S/S2,30.0,7.826,130.487,7.893,5.912
1,S-S2#1,S/S2,30.0,26.939,186.054,9.848,18.392
1,S-S2#1,S/S2,30.0,47.565,100.928,25.996,43.215
1,S-S2#1,S/S2,30.0,62.168,158.122,30.411,74.517
1,S-S2#1,S/S2,30.0,38.231,92.102,39.846,35.145
1,S-S2#1,S/S2,30.0,380.942,132.595,336.904,217.6
1,S-S2#1,S/S2,30.0,57.467,53.342,11.984,24.177
1,S-S2#1,S/S2,30.0,47.347,126.29,4.282,23.448
1,S-S2#1,S/S2,30.0,24.525,300.945,3.273,11.072
1,S-S2#1,S/S2,30.0,16.503,273.934,4.665,6.947
1,S-S2#1,S/S2,30.0,53.862,81.849,4.38,24.915
1,S-S2#1,S/S2,30.0,29.278,183.678,8.751,14.482
1,S-S2#1,S/S2,30.0,38.922,258.324,13.854,19.784
1,S-S2#1,S/S2,30.0,48.584,146.353,11.475,20.705
1,S-S2#1,S/S2,30.0,62.144,113.658,8.895,25.291
1,S-S2#1,S/S2,30.0,60.898,198.554,6.715,25.969
1,S-S2#1,S/S2,30.0,58.049,118.128,5.558,31.547
1,S-S2#1,S/S2,30.0,57.99,170.43,4.897,39.054
1,S-S2#1,S/S2,30.0,27.306,114.622,3.538,27.622
1,S-S2#1,S/S2,30.0,43.608,14.145,2.252,32.508
1,S-S2#1,S/S2,30.0,32.235,70.007,1.995,25.811
1,S-S2#1,S/S2,30.0,39.565,198.598,2.371,27.891
1,S-S2#1,S/S2,30.0,29.714,190.393,2.587,21.559
1,S-S2#1,S/S2,30.0,20.225,82.141,2.764,16.226
1,S-S2#1,S/S2,30.0,63.008,136.075,4.523,52.586
1,S-S2#1,S/S2,30.0,69.583,164.916,2.204,65.314
1,S-S2#1,S/S2,30.0,38.094,37.721,5.88,45.205
1,S-S2#1,S/S2,30.0,21.312,109.386,15.114,47.249
1,S-S2#1,S/S2,30.0,21.271,66.104,14.902,60.075
1,S-S2#1,S/S2,30.0,60.588,10.639,53.737,191.954
1,S-S2#1,S/S2,30.0,38.602,57.539,7.181,56.352
1,S-S2#1,S/S2,30.0,67.458,76.999,0.448,80.639
1,S-S2#1,S/S2,30.0,74.564,144.398,1.476,61.274
1,S-S2#1,S/S2,30.0,55.821,126.817,5.254,39.582
1,S-S2#1,S/S2,30.0,64.733,166.647,33.138,44.488
1,S-S2#1,S/S2,30.0,47.542,174.583,3.622,34.274
1,S-S2#1,S/S2,30.0,42.995,85.892,3.056,30.7
1,S-S2#1,S/S2,30.0,55.177,276.842,3.256,33.569
1,S-S2#1,S/S2,30.0,82.789,99.782,7.687,44.548
1,S-S2#1,S/S2,30.0,77.806,148.299,3.221,42.15
1,S-S2#1,S/S2,30.0,49.441,236.656,2.703,24.931
1,S-S2#1,S/S2,30.0,40.263,309.368,2.186,20.218
1,S-S2#1,S/S2,30.0,45.329,208.54,1.508,20.874
1,S-S2#1,S/S2,30.0,34.174,292.168,2.412,17.731
1,S-S2#1,S/S2,30.0,18.895,136.904,3.086,10.187
1,S-S2#1,S/S2,30.0,13.677,178.435,2.858,7.44
1,S-S2#1,S/S2,30.0,50.171,292.483,1.892,31.112
1,S-S2#1,S/S2,30.0,46.943,142.441,5.54,27.032
1,S-S2#1,S/S2,30.0,37.552,238.336,4.68,20.758
1,S-S2#1,S/S2,30.0,16.171,164.516,10.083,7.011
1,S-S2#1,S/S2,30.0,54.223,429.972,1.148,22.035
1,S-S2#1,S/S2,30.0,48.334,44.343,3.827,27.605
1,S-S2#1,S/S2,30.0,48.992,217.538,6.377,27.312
1,S-S2#1,S/S2,30.0,35.408,251.042,5.562,21.143
1,S-S2#1,S/S2,30.0,36.776,231.771,2.071,20.934
1,S-S2#1,S/S2,30.0,36.824,282.441,2.149,40.018
1,S-S2#1,S/S2,30.0,9.664,67.645,2.384,11.152
1,S-S2#1,S/S2,30.0,10.441,39.54,4.016,6.721
